,cre_id,sales,date,selling_price,ppc,quotient,flag_min,global,comps1km,comps1km_2km,comps2km_5km,comps5km_10km,comps10km_plus,municipio,entidad,population,Cars,PIB per cápita (MXN),PIB
897,PL/931/EXP/ES/2015,714094,22/08/24,23.66096774,23.77580645,0.994548387,0,6.794666667,7,8,5,0,0,mexicali,baja california,1049792,736892,325390,1233847
898,PL/932/EXP/ES/2015,899080,27/08/24,24.91795699,24.17602151,1.030913978,0,5.833666667,0,2,5,13,0,tecate,baja california,108440,81468,325390,1233847
899,PL/933/EXP/ES/2015,500805,31/08/24,25.37236559,25.26526882,1.004268817,3,5.715,0,1,19,0,0,leon,guanajuato,1721215,698529,231175,1457908
900,PL/934/EXP/ES/2015,473616,01/08/24,24.02870968,24.12655914,0.995258065,22,6.653,1,6,13,0,0,mexicali,baja california,1049792,736892,325390,1233847
901,PL/935/EXP/ES/2015,883042,27/08/24,24.73623656,24.86462366,0.994247312,39,6.211333333,5,5,10,0,0,tijuana,baja california,1922523,1197583,325390,1233847
902,PL/936/EXP/ES/2015,538421,01/08/24,24.76526882,24.79537634,0.998397849,26,5.204666667,1,7,12,0,0,tijuana,baja california,1922523,1197583,325390,1233847
903,PL/937/EXP/ES/2015,430788,19/08/24,24.70505376,24.45967742,1.009580645,21,5.737333333,6,13,1,0,0,tijuana,baja california,1922523,1197583,325390,1233847
904,PL/938/EXP/ES/2015,244591,27/08/24,25.06418605,24.75348837,1.012186047,11,6.631566265,2,15,3,0,0,leon,guanajuato,1721215,698529,231175,1457908
905,PL/939/EXP/ES/2015,280392,24/08/24,25.03086022,24.70935484,1.013215054,6,5.71,3,9,8,0,0,tijuana,baja california,1922523,1197583,325390,1233847
906,PL/940/EXP/ES/2015,576554,24/08/24,24.76526882,24.77139785,0.999580645,26,4.447,0,5,15,0,0,tijuana,baja california,1922523,1197583,325390,1233847
907,PL/9406/EXP/ES/2015,1229043,31/08/24,20.52268817,22.16215054,0.926247312,36,6.862333333,2,5,13,0,0,juarez,chihuahua,1512450,688559,312450,1208697
908,PL/9414/EXP/ES/2015,217289,29/08/24,26.17516129,25.51822581,1.025903226,0,5.590333333,3,9,8,0,0,san pedro tlaquepaque,jalisco,687127,309284,272093,2359153
909,PL/9420/EXP/ES/2015,551849,04/08/24,19.52548387,19.58,0.996903226,6,6.789333333,1,1,18,0,0,juarez,chihuahua,1512450,688559,312450,1208697
910,PL/947/EXP/ES/2015,218895,23/08/24,25.97817204,25.70774194,1.010451613,17,5.091666667,9,11,0,0,0,guadalajara,jalisco,1385629,1083269,272093,2359153
911,PL/951/EXP/ES/2015,644989,31/08/24,23.29301075,22.74870968,1.025301075,0,7.58,0,0,0,1,19,san luis rio colorado,sonora,199021,132792,372609,1118919
912,PL/9558/EXP/ES/2015,176317,06/08/24,25.78806452,26.16978495,0.985752688,13,9.384,1,0,8,8,3,matehuala,san luis potosi,102199,67342,273114,783765
913,PL/9559/EXP/ES/2015,417343,14/08/24,25.84483871,25.18204301,1.026419355,0,8.929,0,1,12,7,0,texcoco,mexico,277562,185341,162026,2854429
914,PL/9577/EXP/ES/2015,430934,23/08/24,25.83516129,25.91483871,0.996854839,0,6.686333333,9,11,0,0,0,hermosillo,sonora,936263,639758,372609,1118919
915,PL/958/EXP/ES/2015,455453,31/08/24,26.18817204,26.15827957,1.001129032,0,6.451333333,0,1,1,0,5,magdalena,jalisco,21781,9271,272093,2359153
916,PL/9586/EXP/ES/2015,584930,11/08/24,24.07268817,24.27258065,0.991946237,64,8.162666667,4,7,9,0,0,pachuca de soto,hidalgo,314331,145148,172978,558203
917,PL/9587/EXP/ES/2015,369578,02/08/24,23.80774194,23.66048387,1.006129032,0,9.388333333,4,6,10,0,0,mineral de la reforma,hidalgo,202749,59407,172978,558203
918,PL/959/EXP/ES/2015,610381,29/08/24,26.05182796,25.21408602,1.033387097,0,7.069,1,0,12,7,0,zapopan,jalisco,1476491,892499,272093,2359153
919,PL/960/EXP/ES/2015,1047205,18/08/24,25.92548387,25.57290323,1.013817204,0,5.998666667,3,5,12,0,0,tonala,jalisco,569913,235572,272093,2359153
920,PL/9606/EXP/ES/2015,461781,31/08/24,24.74,24.68645161,1.002548387,18,5.776,8,4,4,0,4,tecate,baja california,108440,81468,325390,1233847
921,PL/961/EXP/ES/2015,382073,19/08/24,27.09,27.25666667,0.993666667,93,6.909666667,1,0,1,1,1,compostela,nayarit,77436,34756,168146,214501
922,PL/9610/EXP/ES/2015,711360,15/08/24,24.35666667,24.4616129,0.99583871,21,6.925666667,1,7,12,0,0,tijuana,baja california,1922523,1197583,325390,1233847
923,PL/9625/EXP/ES/2015,209655,27/08/24,24.49652174,25.15706522,0.973728261,0,9.351235955,1,2,5,12,0,ixtapaluca,mexico,542211,307909,162026,2854429
924,PL/964/EXP/ES/2015,331768,20/08/24,25.69,25.44634409,1.009935484,59,7.088333333,0,0,1,0,19,santa maria del oro,nayarit,24911,7730,168146,214501
925,PL/965/EXP/ES/2015,510623,30/08/24,26.28473118,26.2772043,1.000236559,25,7.415,0,0,1,2,3,ahuacatlan,nayarit,15393,6694,168146,214501
926,PL/967/EXP/ES/2015,523897,06/08/24,23.45774194,24.11483871,0.972967742,13,4.865,3,6,11,0,0,ensenada,baja california,443807,304689,325390,1233847
927,PL/9677/EXP/ES/2015,579878,30/08/24,24.14193548,24.03311828,1.004784946,0,7.075333333,1,0,2,6,11,san agustin tlaxiaca,hidalgo,38891,7193,172978,558203
928,PL/9683/EXP/ES/2015,118193,05/08/24,25.82107527,25.14483871,1.026817204,0,8.863333333,1,0,2,11,6,tepetlaoxtoc,mexico,32564,14049,162026,2854429
929,PL/9698/EXP/ES/2015,944593,26/08/24,24.26182796,23.17150538,1.052741935,0,7.084666667,0,0,2,13,5,tlahuelilpan,hidalgo,19067,3663,172978,558203
930,PL/9699/EXP/ES/2015,250129,04/08/24,26.53333333,26.53333333,1,0,7.454333333,0,4,1,1,3,autlan de navarro,jalisco,64931,42385,272093,2359153
931,PL/9701/EXP/ES/2015,658412,10/08/24,24.1116129,24.16956989,0.997591398,40,7.638666667,0,1,2,17,0,epazoyucan,hidalgo,16285,4951,172978,558203
932,PL/9706/EXP/ES/2015,276208,13/08/24,24.04,24.53596774,0.980306452,31,5.677,4,9,7,0,0,ecatepec de morelos,mexico,1645352,1293116,162026,2854429
933,PL/9707/EXP/ES/2015,687331,04/08/24,24.10193548,24.09849462,1.000075269,35,7.207333333,0,0,1,4,15,zempoala,hidalgo,57906,14835,172978,558203
934,PL/9735/EXP/ES/2015,625151,23/08/24,22.9016129,21.38322581,1.070225806,0,8.788666667,4,9,7,0,0,reynosa,tamaulipas,704767,443857,259394,928082
935,PL/974/EXP/ES/2015,339806,05/08/24,26.28473118,26.24623656,1.001634409,0,8.286666667,2,0,1,2,2,ixtlan del rio,nayarit,29299,17320,168146,214501
936,PL/984/EXP/ES/2015,339455,08/08/24,25.13774194,25.02096774,1.00483871,0,3.904,0,1,4,6,9,atotonilco de tula,hidalgo,62470,7684,172978,558203
937,PL/994/EXP/ES/2015,245857,01/08/24,24.28,24.35177419,0.996903226,16,7.396333333,2,5,13,0,0,victoria,tamaulipas,349688,178207,259394,928082
938,PL/996/EXP/ES/2015,540590,12/08/24,25.53580645,25.63376344,0.995806452,0,6.013666667,1,7,12,0,0,leon,guanajuato,1721215,698529,231175,1457908
939,PL/997/EXP/ES/2015,515186,16/08/24,24.72182796,24.60258065,1.004634409,9,4.73,2,6,12,0,0,tijuana,baja california,1922523,1197583,325390,1233847
940,PL/998/EXP/ES/2015,532979,30/08/24,25.05774194,24.75526882,1.012247312,0,5.899333333,4,5,11,0,0,tijuana,baja california,1922523,1197583,325390,1233847
941,PL/9981/EXP/ES/2015,1795612,01/08/24,24.27602151,24.21397849,1.002322581,90,5.322,1,1,11,7,0,tijuana,baja california,1922523,1197583,325390,1233847
942,PL/999/EXP/ES/2015,712134,07/08/24,23.89,23.27588889,1.025611111,0,8.391724138,1,2,17,0,0,mexicali,baja california,1049792,736892,325390,1233847
