,cre_id,sales,date,selling_price,ppc,quotient,flag_min,global,comps1km,comps1km_2km,comps2km_5km,comps5km_10km,comps10km_plus,municipio,entidad,population,Cars,PIB per cápita (MXN),PIB
0,PL/10009/EXP/ES/2015,589326,10/08/24,26.64,26.67666667,0.998666667,0,8.234,0,0,1,0,19,platanar,jalisco,,,272093,2359153
1,PL/10010/EXP/ES/2015,303801,22/08/24,26.62333333,26.61666667,1,0,6.725,0,0,1,2,17,tuxpan,jalisco,37518,16428,272093,2359153
2,PL/10018/EXP/ES/2015,270839,24/08/24,24.96989247,25.01666667,0.998215054,0,6.552333333,0,2,11,7,0,chignautla,puebla,35223,4029,165567,1086962
3,PL/10063/EXP/ES/2015,647779,18/08/24,23.63666667,23.78311111,0.993355556,0,6.355172414,5,9,6,0,0,mexicali,baja california,1049792,736892,325390,1233847
4,PL/10066/EXP/ES/2015,580373,10/08/24,24.14483871,24.32177419,0.992790323,8,5.735,5,12,3,0,0,tijuana,baja california,1922523,1197583,325390,1233847
5,PL/1007/EXP/ES/2015,1527367,05/08/24,26.68,26.69032258,0.999655914,0,5.605,1,4,7,5,3,zapotlan el grande,jalisco,115141,70285,272093,2359153
6,PL/1008/EXP/ES/2015,544361,18/08/24,26.68150538,26.68333333,1.000053763,0,6.350333333,2,3,6,5,3,zapotlan el grande,jalisco,115141,70285,272093,2359153
7,PL/10085/EXP/ES/2015,469217,01/08/24,25.37688172,25.60774194,0.990806452,0,6.405333333,1,0,5,14,0,tarimbaro,michoacan,114513,16579,176843,876341
8,PL/1009/EXP/ES/2015,1735068,31/08/24,26.68,26.69,0.999666667,0,6.331,0,4,8,5,1,zapotlan el grande,jalisco,115141,70285,272093,2359153
9,PL/1010/EXP/ES/2015,377493,28/08/24,26.51,26.375,1.005,0,6.423,0,1,1,10,8,zapotiltic,jalisco,33713,18819,272093,2359153
10,PL/1012/EXP/ES/2015,254036,08/08/24,25.0416129,24.94709677,1.003709677,0,5.238666667,5,15,0,0,0,cuauhtemoc,ciudad de mexico,545884,598264,499492,4652611
11,PL/1014/EXP/ES/2015,333541,01/08/24,25.15451613,25.35698925,0.991913978,37,6.304666667,5,12,3,0,0,irapuato,guanajuato,592953,247810,231175,1457908
12,PL/1017/EXP/ES/2015,538733,31/08/24,26.14,26.115,1.001,5,7.54,1,1,0,2,3,sayula,jalisco,37186,18588,272093,2359153
13,PL/10192/EXP/ES/2015,395471,01/08/24,24.14983871,24.20290323,0.997677419,62,6.693333333,1,0,1,5,5,mexicali,baja california,1049792,736892,325390,1233847
14,PL/1021/EXP/ES/2015,489224,17/08/24,25.24913978,25.07043011,1.006935484,0,5.808,0,3,2,3,1,actopan,hidalgo,61002,17297,172978,558203
15,PL/10216/EXP/ES/2015,238524,01/08/24,24.66956989,24.7155914,0.998172043,0,0,0,0,1,0,1,alvarado,veracruz,57035,18852,165344,1343593
16,PL/1022/EXP/ES/2015,979882,06/08/24,24.21795699,24.81924731,0.975784946,62,0,3,17,0,0,0,ecatepec de morelos,mexico,1645352,1293116,162026,2854429
17,PL/1025/EXP/ES/2015,800590,22/08/24,26.14913978,25.16365591,1.039150538,0,9.397333333,0,0,4,1,15,santa ana,sonora,16203,11488,372609,1118919
18,PL/1026/EXP/ES/2015,149201,21/08/24,25.28111111,25.64255556,0.985922222,90,4.889310345,3,5,12,0,0,leon,guanajuato,1721215,698529,231175,1457908
19,PL/1027/EXP/ES/2015,198420,31/08/24,25.07387097,25.50274194,0.983209677,27,4.586333333,3,4,13,0,0,leon,guanajuato,1721215,698529,231175,1457908
20,PL/1028/EXP/ES/2015,281241,17/08/24,25.07548387,25.10451613,0.998758065,10,5.877666667,0,3,2,3,1,actopan,hidalgo,61002,17297,172978,558203
21,PL/1029/EXP/ES/2015,178876,01/08/24,24.11903226,23.90516129,1.008758065,7,5.656666667,4,8,8,0,0,mexicali,baja california,1049792,736892,325390,1233847
22,PL/1030/EXP/ES/2015,347041,26/08/24,24.69107527,24.7816129,0.996473118,3,6.191333333,3,1,1,1,8,mexicali,baja california,1049792,736892,325390,1233847
23,PL/1031/EXP/ES/2015,282597,29/08/24,24.08677419,24.04,1.001967742,42,8.314333333,4,6,8,2,0,playas de rosarito,baja california,126890,79061,325390,1233847
24,PL/1032/EXP/ES/2015,230813,15/08/24,26.64641026,26.73871795,0.996615385,0,0,1,0,0,0,19,navojoa,sonora,164387,86337,372609,1118919
25,PL/10320/EXP/ES/2015,198343,23/08/24,24.86354839,25.11397849,0.990139785,0,8.047,0,0,0,0,20,nopala de villagran,hidalgo,16948,3194,172978,558203
26,PL/1035/EXP/ES/MM/2015,505745,19/08/24,25.23677419,24.74387097,1.020080645,0,6.186,2,15,3,0,0,venustiano carranza,ciudad de mexico,443704,316747,499492,4652611
27,PL/1036/EXP/ES/2015,305490,07/08/24,25.31365591,25.5627957,0.990387097,21,2.828666667,0,0,0,0,13,san miguel de allende,guanajuato,174615,62433,231175,1457908
28,PL/10366/EXP/ES/2015,614759,12/08/24,25.80290323,26,0.992370968,0,5.848666667,1,10,9,0,0,hermosillo,sonora,936263,639758,372609,1118919
29,PL/1037/EXP/ES/2015,420028,25/08/24,25.34849462,25.30075269,1.002107527,36,9.331,0,2,0,0,2,huichapan,hidalgo,47425,12190,172978,558203
30,PL/1038/EXP/ES/2015,215134,31/08/24,25.24225806,25.18096774,1.002419355,11,6.421666667,0,1,1,0,3,huichapan,hidalgo,47425,12190,172978,558203
31,PL/1039/EXP/ES/2015,702585,26/08/24,25.33946237,25.34634409,1.00188172,21,7.332333333,1,3,9,1,1,san miguel de allende,guanajuato,174615,62433,231175,1457908
32,PL/1040/EXP/ES/2015,341927,09/08/24,25.77064516,25.21010753,1.022397849,18,5.045666667,3,3,7,1,1,san miguel de allende,guanajuato,174615,62433,231175,1457908
33,PL/1041/EXP/ES/2015,236857,04/08/24,24.73774194,24.85354839,0.995403226,13,6.606,0,0,1,8,4,san salvador,hidalgo,36796,6510,172978,558203
34,PL/1043/EXP/ES/2015,389919,25/08/24,25.32655914,25.04322581,1.011365591,0,8.367333333,0,2,3,3,4,actopan,hidalgo,61002,17297,172978,558203
35,PL/1044/EXP/ES/2015,360736,16/08/24,25.07064516,25.00612903,1.002580645,0,7.396333333,0,2,3,3,2,actopan,hidalgo,61002,17297,172978,558203
36,PL/1047/EXP/ES/2015,431013,23/08/24,25.51365591,25.48193548,1.001397849,0,7.552666667,0,0,1,0,16,ocampo,guanajuato,26383,6425,231175,1457908
37,PL/1050/EXP/ES/2015,298620,31/08/24,26.22225806,25.35376344,1.034397849,0,5.761333333,5,6,9,0,0,celaya,guanajuato,521169,220507,231175,1457908
38,PL/10560/EXP/ES/2015,875858,13/08/24,24.14483871,24.84209677,0.972064516,10,6.22,3,7,10,0,0,tijuana,baja california,1922523,1197583,325390,1233847
39,PL/1057/EXP/ES/2015,143727,31/08/24,25.9883871,25.0433871,1.037806452,0,7.115,4,6,10,0,0,leon,guanajuato,1721215,698529,231175,1457908
40,PL/10587/EXP/ES/2015,128444,29/08/24,26.53043478,26.53043478,1,0,8.928876404,1,1,3,1,3,autlan de navarro,jalisco,64931,42385,272093,2359153
41,PL/1062/EXP/ES/2015,523153,09/08/24,24.34806452,24.59741935,0.989919355,62,6.178666667,5,5,10,0,0,tijuana,baja california,1922523,1197583,325390,1233847
42,PL/10663/EXP/ES/2015,240203,30/08/24,24.94666667,24.7883871,1.006462366,0,8.089,2,5,7,5,1,rioverde,san luis potosi,97943,66887,273114,783765
43,PL/10675/EXP/ES/2015,238135,11/08/24,24.59462366,24.74612903,0.993752688,0,5.845333333,2,6,5,6,1,teziutlan,puebla,103583,21073,165567,1086962
44,PL/10696/EXP/ES/2015,611729,03/08/24,25.83516129,25.88419355,0.99783871,26,5.805333333,4,13,3,0,0,hermosillo,sonora,936263,639758,372609,1118919
45,PL/1078/EXP/ES/2015,285678,29/08/24,23.71142857,25.5177381,0.929214286,0,6.338888889,2,4,14,0,0,celaya,guanajuato,521169,220507,231175,1457908
46,PL/10780/EXP/ES/2015,1670596,07/08/24,22.8,22.86376344,0.997150538,67,7.437333333,4,5,11,0,0,nuevo laredo,tamaulipas,425058,191078,259394,928082
47,PL/10793/EXP/ES/2015,294392,16/08/24,23.48,23.87516129,0.983483871,0,6.240333333,5,8,7,0,0,cordoba,veracruz,204721,77482,165344,1343593
48,PL/10842/EXP/ES/2015,267909,11/08/24,24.38462366,24.45827957,0.997,0,7.110666667,0,0,0,0,2,san lucas ojitlan,oaxaca,22185,980,133172,570204
49,PL/10943/EXP/ES/2015,1246077,02/08/24,22.80107527,22.87043011,0.996935484,65,6.564333333,4,2,14,0,0,nuevo laredo,tamaulipas,425058,191078,259394,928082
50,PL/10947/EXP/ES/2015,309367,01/08/24,24.47548387,24.54048387,0.997387097,0,5.59,2,11,7,0,0,chihuahua,chihuahua,937674,595572,312450,1208697
51,PL/10950/EXP/ES/2015,695160,20/08/24,25.15532258,25.54112903,0.984854839,0,6.093,1,2,17,0,0,acapulco de juarez,guerrero,779566,494285,112605,406410
52,PL/10951/EXP/ES/2015,383037,27/08/24,25.03032258,25.18344086,0.994021505,0,6.443666667,0,4,14,2,0,acapulco de juarez,guerrero,779566,494285,112605,406410
53,PL/10971/EXP/ES/2015,577884,20/08/24,24.24666667,24.71494624,0.981075269,0,7.899333333,5,8,7,0,0,cordoba,veracruz,204721,77482,165344,1343593
54,PL/10977/EXP/ES/2015,813470,17/08/24,24.28,24.64387097,0.985193548,62,8.411,2,2,14,2,0,fortin,veracruz,66372,21985,165344,1343593
55,PL/1113/EXP/ES/2015,642414,03/08/24,25.61,25.53229508,1.003606557,0,7.101864407,3,13,4,0,0,guadalajara,jalisco,1385629,1083269,272093,2359153
56,PL/1124/EXP/ES/2015,458610,10/08/24,25.92548387,25.39236559,1.020956989,0,6.364333333,3,4,13,0,0,san pedro tlaquepaque,jalisco,687127,309284,272093,2359153
57,PL/1128/EXP/ES/2015,260845,16/08/24,24.61602151,24.30236559,1.012989247,0,8.656333333,2,1,4,9,4,san jose iturbide,guanajuato,89558,30347,231175,1457908
58,PL/11390/EXP/ES/2015,170875,27/08/24,24.83322581,24.96247312,0.994989247,13,6.726666667,0,0,1,14,5,huitzilac,morelos,24515,5776,168928,333754
59,PL/11408/EXP/ES/2015,292252,05/08/24,20.80903226,20.29322581,1.025645161,0,5.496,1,6,13,0,0,reynosa,tamaulipas,704767,443857,259394,928082
60,PL/11410/EXP/ES/2015,182658,13/08/24,22.60282609,22.615,0.99851087,33,6.775617978,6,14,0,0,0,reynosa,tamaulipas,704767,443857,259394,928082
61,PL/11440/EXP/ES/2015,126134,15/08/24,23.74733333,23.746,1.0002,0,5.284137931,6,14,0,0,0,puebla,puebla,1692181,578236,165567,1086962
62,PL/11462/EXP/ES/2015,431526,13/08/24,19.64129032,20.81903226,0.943516129,0,8.281666667,1,1,13,5,0,reynosa,tamaulipas,704767,443857,259394,928082
63,PL/11477/EXP/ES/2015,948423,19/08/24,24.99,24.785,1.0085,0,5.389333333,5,8,7,0,0,merida,yucatan,995129,735451,212779,505636
64,PL/11479/EXP/ES/2015,338317,09/08/24,25.18376344,24.98956989,1.007290323,8,7.017666667,3,7,10,0,0,ecatepec de morelos,mexico,1645352,1293116,162026,2854429
65,PL/11480/EXP/ES/2015,266039,31/08/24,25.6075,26.60793478,0.962608696,0,6.647078652,0,2,12,6,0,apodaca,nuevo leon,656464,2138,416328,2536657
66,PL/1157/EXP/ES/2015,230720,14/08/24,24.65516129,24.95887097,0.987677419,0,6.226,1,1,6,1,5,patzcuaro,michoacan,98382,25925,176843,876341
67,PL/1163/EXP/ES/2015,573423,05/08/24,25.98892473,25.46204301,1.020688172,0,5.937333333,2,12,6,0,0,leon,guanajuato,1721215,698529,231175,1457908
68,PL/1171/EXP/ES/2015,485311,29/08/24,26.12010753,25.92548387,1.00755914,0,8.933,2,2,6,10,0,leon,guanajuato,1721215,698529,231175,1457908
69,PL/1183/EXP/ES/2015,137055,13/08/24,26.03782609,25.20652174,1.033,0,6.586292135,6,13,1,0,0,leon,guanajuato,1721215,698529,231175,1457908
70,PL/1184/EXP/ES/2015,163655,29/08/24,26.0555914,25.26419355,1.031548387,0,6.451,8,11,1,0,0,leon,guanajuato,1721215,698529,231175,1457908
71,PL/1191/EXP/ES/2015,147271,27/08/24,26.0555914,24.7688172,1.051935484,0,6.079666667,4,16,0,0,0,leon,guanajuato,1721215,698529,231175,1457908
72,PL/11950/EXP/ES/2015,153790,20/08/24,26.56,25.97129032,1.022795699,0,8.834666667,3,1,14,2,0,tepic,nayarit,425924,295563,168146,214501
73,PL/12013/EXP/ES/2015,504553,31/08/24,25.43236559,25.44989247,0.999365591,0,7.664333333,1,2,2,0,4,zacapu,michoacan,76829,30798,176843,876341
74,PL/12044/EXP/ES/2015,295172,07/08/24,24.03032258,23.79483871,1.009967742,0,7.195,2,0,5,0,1,san fernando,tamaulipas,51405,20759,259394,928082
75,PL/12054/EXP/ES/2015,110189,20/08/24,24.15521739,24.05902174,1.004456522,0,7.16,1,1,3,0,2,isla,veracruz,42807,18182,165344,1343593
76,PL/12057/EXP/ES/2015,231277,10/08/24,26.17666667,25.54860215,1.024709677,0,7.982333333,0,0,0,15,4,poncitlan,jalisco,53659,22533,272093,2359153
77,PL/1207/EXP/ES/2015,60387,19/08/24,25.99,25.22370968,1.030306452,0,6.146333333,3,14,3,0,0,leon,guanajuato,1721215,698529,231175,1457908
78,PL/1213/EXP/ES/2015,103149,19/08/24,25.06741935,25.15177419,0.996564516,0,6.485666667,7,13,0,0,0,leon,guanajuato,1721215,698529,231175,1457908
79,PL/1214/EXP/ES/2015,180637,18/08/24,24.85290323,25.04241935,0.992016129,0,6.527,3,10,7,0,0,leon,guanajuato,1721215,698529,231175,1457908
80,PL/1215/EXP/ES/2015,217595,09/08/24,25.39322581,25.65075269,0.990172043,0,5.893666667,1,10,9,0,0,leon,guanajuato,1721215,698529,231175,1457908
81,PL/1235/EXP/ES/2015,880086,28/08/24,24.58677419,24.64870968,0.997946237,89,5.551666667,1,3,14,2,0,tijuana,baja california,1922523,1197583,325390,1233847
82,PL/1238/EXP/ES/2015,962965,08/08/24,24.14,24.36048387,0.991016129,0,5.819333333,2,15,3,0,0,tijuana,baja california,1922523,1197583,325390,1233847
83,PL/1241/EXP/ES/2015,197200,09/08/24,25.63677419,25.99731183,0.986290323,0,7.282666667,0,11,9,0,0,tepic,nayarit,425924,295563,168146,214501
84,PL/1242/EXP/ES/2015,361333,03/08/24,26.13554348,25.95891304,1.006663043,0,6.74,0,0,0,0,15,villa purificacion,jalisco,11303,6204,272093,2359153
85,PL/1243/EXP/ES/2015,178630,02/08/24,26.14,26.11333333,1.001,0,6.47,0,1,1,0,0,casimiro castillo,jalisco,20548,10552,272093,2359153
86,PL/1244/EXP/ES/2015,202368,31/08/24,25.64096774,26.12333333,0.981666667,93,7.121,0,0,2,0,1,casimiro castillo,jalisco,20548,10552,272093,2359153
87,PL/1245/EXP/ES/2015,253731,23/08/24,26.14010753,26.1,1.001666667,0,7.98,0,1,0,0,1,la huerta,jalisco,23258,13596,272093,2359153
88,PL/1246/EXP/ES/2015,259014,22/08/24,24.56419355,24.85919355,0.988129032,0,6.382666667,2,8,10,0,0,celaya,guanajuato,521169,220507,231175,1457908
89,PL/1247/EXP/ES/2015,183099,26/08/24,24.92634409,24.92526882,1.000043011,0,8.944,0,1,6,13,0,celaya,guanajuato,521169,220507,231175,1457908
90,PL/1248/EXP/ES/2015,399597,17/08/24,24.72655914,24.55397849,1.006903226,0,6.965666667,0,4,4,2,10,apaseo el alto,guanajuato,63392,23335,231175,1457908
91,PL/1249/EXP/ES/2015,286625,21/08/24,25.32010753,25.5111828,0.992268817,0,6.520666667,2,6,12,0,0,celaya,guanajuato,521169,220507,231175,1457908
92,PL/1250/EXP/ES/2015,241593,09/08/24,24.68677419,24.72435484,0.998129032,0,6.352666667,2,13,5,0,0,celaya,guanajuato,521169,220507,231175,1457908
93,PL/1251/EXP/ES/2015,171193,10/08/24,24.92526882,24.92634409,0.999956989,0,7.663,0,1,3,15,1,celaya,guanajuato,521169,220507,231175,1457908
94,PL/1252/EXP/ES/2015,209630,01/08/24,25.185,24.68347826,1.019956522,0,5.340674157,5,6,9,0,0,celaya,guanajuato,521169,220507,231175,1457908
95,PL/1253/EXP/ES/2015,309103,15/08/24,25.1727957,25.33752688,0.993376344,0,5.975333333,1,7,12,0,0,celaya,guanajuato,521169,220507,231175,1457908
96,PL/1254/EXP/ES/2015,305796,27/08/24,25.19322581,24.81849462,1.014698925,0,5.755666667,2,8,10,0,0,celaya,guanajuato,521169,220507,231175,1457908
97,PL/1255/EXP/ES/2015,411731,08/08/24,24.95021505,25.48376344,0.978645161,0,9.374,1,2,8,9,0,celaya,guanajuato,521169,220507,231175,1457908
98,PL/1256/EXP/ES/2015,185656,01/08/24,25.04806452,25.54526882,0.980537634,12,6.670333333,2,6,12,0,0,celaya,guanajuato,521169,220507,231175,1457908
99,PL/1257/EXP/ES/2015,249723,01/08/24,25.27172043,25.7172043,0.982419355,17,4.913333333,4,8,8,0,0,irapuato,guanajuato,592953,247810,231175,1457908
100,PL/1259/EXP/ES/2015,656210,08/08/24,26.68,26.68408602,0.999967742,0,7.856,3,0,8,5,3,zapotlan el grande,jalisco,115141,70285,272093,2359153
101,PL/1260/EXP/ES/2015,232451,24/08/24,26.68,26.68666667,0.999666667,0,5.623,1,0,10,5,4,zapotlan el grande,jalisco,115141,70285,272093,2359153
102,PL/1261/EXP/ES/2015,366953,31/08/24,25.55,25.74516129,0.992268817,0,8.490333333,1,1,9,9,0,manzanillo,colima,191031,108044,269204,199817
103,PL/1262/EXP/ES/2015,382059,31/08/24,25.45666667,25.47462366,0.999215054,29,8.902333333,1,2,3,1,7,salvatierra,guanajuato,94126,36385,231175,1457908
104,PL/1263/EXP/ES/2015,273471,20/08/24,25.06956989,24.8072043,1.010494624,0,7.213,0,1,13,6,0,apaseo el grande,guanajuato,117883,26065,231175,1457908
105,PL/1264/EXP/ES/2015,190103,04/08/24,25.31655914,25.27806452,1.001365591,22,6.487666667,2,13,5,0,0,celaya,guanajuato,521169,220507,231175,1457908
106,PL/1265/EXP/ES/2015,112276,22/08/24,24.74483871,24.56354839,1.007698925,0,9.421666667,1,4,4,4,7,apaseo el alto,guanajuato,63392,23335,231175,1457908
107,PL/1266/EXP/ES/2015,221435,31/08/24,24.77602151,24.58387097,1.00772043,0,6.122666667,2,3,4,11,0,apaseo el grande,guanajuato,117883,26065,231175,1457908
108,PL/12665/EXP/ES/2015,248135,10/08/24,21.04,21.40967742,0.982983871,0,7.112333333,3,10,7,0,0,reynosa,tamaulipas,704767,443857,259394,928082
109,PL/12666/EXP/ES/2015,257452,12/08/24,24.16258065,23.80709677,1.014741935,6,5.558333333,4,7,9,0,0,mexicali,baja california,1049792,736892,325390,1233847
110,PL/1267/EXP/ES/2015,114363,11/08/24,25.25340659,25.38032967,0.994879121,0,8.59,1,10,9,0,0,celaya,guanajuato,521169,220507,231175,1457908
111,PL/1268/EXP/ES/2015,155017,02/08/24,25.18032258,25.40741935,0.990698925,0,6.307333333,0,0,4,16,0,irapuato,guanajuato,592953,247810,231175,1457908
112,PL/12683/EXP/ES/2015,101254,13/08/24,25.46025641,25.45794872,1.000102564,0,6.591538462,2,3,2,9,4,tenancingo,mexico,104677,31951,162026,2854429
113,PL/12684/EXP/ES/2015,261681,16/08/24,24.45222222,24.40944444,1.001527778,0,6.3525,1,3,16,0,0,san juan del rio,queretaro,297804,94744,309231,776909
114,PL/1269/EXP/ES/2015,381173,19/08/24,24.80397849,24.6872043,1.004784946,0,9.416666667,0,3,4,8,5,apaseo el alto,guanajuato,63392,23335,231175,1457908
115,PL/1270/EXP/ES/2015,348241,28/08/24,25.25451613,25.22139785,1.000967742,0,4.701333333,5,10,5,0,0,celaya,guanajuato,521169,220507,231175,1457908
116,PL/1271/EXP/ES/2015,263028,06/08/24,24.95860215,24.74870968,1.00816129,0,8,2,2,13,3,0,celaya,guanajuato,521169,220507,231175,1457908
117,PL/12710/EXP/ES/2015,782116,04/08/24,23.82333333,24.27860215,0.981763441,31,6.29,4,0,16,0,0,ixtapaluca,mexico,542211,307909,162026,2854429
118,PL/1272/EXP/ES/2015,349249,16/08/24,25.45666667,25.47462366,0.999215054,31,8.384333333,1,2,3,1,7,salvatierra,guanajuato,94126,36385,231175,1457908
119,PL/1273/EXP/ES/2015,232555,04/08/24,24.95774194,25.48150538,0.979419355,0,7.346333333,2,1,6,11,0,celaya,guanajuato,521169,220507,231175,1457908
120,PL/12736/EXP/ES/2015,272366,04/08/24,25.94322581,25.58112903,1.014419355,0,6.424,4,11,5,0,0,hermosillo,sonora,936263,639758,372609,1118919
121,PL/1274/EXP/ES/2015,440551,04/08/24,25.29,25.61483871,0.987301075,76,7.429666667,2,4,13,1,0,silao de la victoria,guanajuato,203556,72112,231175,1457908
122,PL/1275/EXP/ES/2015,184810,20/08/24,25.65666667,25.59731183,1.001967742,24,7.647333333,1,5,14,0,0,irapuato,guanajuato,592953,247810,231175,1457908
123,PL/1276/EXP/ES/2015,303563,31/08/24,24.91258065,25.29548387,0.984741935,7,6.192666667,4,12,4,0,0,irapuato,guanajuato,592953,247810,231175,1457908
124,PL/1277/EXP/ES/2015,420730,14/08/24,26.53333333,26.53333333,1,0,6.833,0,2,3,1,1,autlan de navarro,jalisco,64931,42385,272093,2359153
125,PL/13065/EXP/ES/2016,431605,05/08/24,21.43951613,21.31451613,1.005709677,27,7.100666667,4,13,3,0,0,nuevo laredo,tamaulipas,425058,191078,259394,928082
126,PL/13086/EXP/ES/2016,418692,08/08/24,24.58333333,24.78,0.992333333,90,6.406896552,1,1,12,6,0,acapulco de juarez,guerrero,779566,494285,112605,406410
127,PL/13097/EXP/ES/2016,373325,05/08/24,21.43951613,21.50887097,0.99666129,6,6.748333333,7,9,4,0,0,nuevo laredo,tamaulipas,425058,191078,259394,928082
128,PL/1335/EXP/ES/2015,343735,07/08/24,24.46956989,23.85849462,1.02683871,4,6.629666667,0,0,0,4,3,mexicali,baja california,1049792,736892,325390,1233847
129,PL/13415/EXP/ES/2016,543773,03/08/24,27.09,27.17666667,0.996666667,93,6.953333333,0,0,2,1,0,compostela,nayarit,77436,34756,168146,214501
130,PL/1345/EXP/ES/2015,538334,11/08/24,25.18677419,25.08645161,1.003935484,0,6.590333333,0,5,15,0,0,morelia,michoacan,849053,419485,176843,876341
131,PL/13578/EXP/ES/2016,445029,02/08/24,25.7,26.20733333,0.980855556,0,8.940689655,2,4,14,0,0,tepic,nayarit,425924,295563,168146,214501
132,PL/13613/EXP/ES/2016,916950,28/08/24,25.01795699,24.28408602,1.030989247,21,6.703,2,1,17,0,0,tijuana,baja california,1922523,1197583,325390,1233847
133,PL/13614/EXP/ES/2016,291717,11/08/24,27.25666667,26.3883871,1.032731183,0,6.033333333,0,0,1,1,0,bahia de banderas,nayarit,187632,64164,168146,214501
134,PL/13667/EXP/ES/2016,307796,31/08/24,26.65666667,26.30548387,1.013526882,0,7.370666667,3,4,13,0,0,tepic,nayarit,425924,295563,168146,214501
135,PL/1379/EXP/ES/2015,663022,31/08/24,24.53623656,24.50806452,1.001010753,0,5.751333333,0,3,5,8,4,ensenada,baja california,443807,304689,325390,1233847
136,PL/1408/EXP/ES/2015,335387,31/08/24,24.87387097,24.55193548,1.013129032,0,5.400333333,2,3,15,0,0,ensenada,baja california,443807,304689,325390,1233847
137,PL/1425/EXP/ES/2015,556768,02/08/24,25.2211828,25.40021505,0.993075269,0,5.599333333,1,5,14,0,0,morelia,michoacan,849053,419485,176843,876341
138,PL/1449/EXP/ES/2015,268175,07/08/24,26.11016129,25.42806452,1.026612903,0,5.800333333,3,13,4,0,0,guadalajara,jalisco,1385629,1083269,272093,2359153
139,PL/1487/EXP/ES/2015,396819,25/08/24,25.02354839,24.4355914,1.023516129,2,5.639333333,7,13,0,0,0,ecatepec de morelos,mexico,1645352,1293116,162026,2854429
140,PL/1489/EXP/ES/2015,359527,31/08/24,24.9883871,24.80048387,1.006483871,30,6.656333333,1,12,7,0,0,tlalnepantla de baz,mexico,672202,655518,162026,2854429
141,PL/1495/EXP/ES/2015,389884,30/08/24,24.90505376,24.6183871,1.011215054,21,8.122,2,2,8,8,0,texcoco,mexico,277562,185341,162026,2854429
142,PL/1507/EXP/ES/2015,182809,21/08/24,24.92182796,23.69268817,1.051978495,0,6.874333333,0,0,4,16,0,mexicali,baja california,1049792,736892,325390,1233847
143,PL/1508/EXP/ES/2015,436273,01/08/24,25.02548387,24.64344086,1.01544086,0,5.003666667,7,12,1,0,0,tijuana,baja california,1922523,1197583,325390,1233847
144,PL/1516/EXP/ES/2015,1099187,20/08/24,24.42526882,24.41892473,1.000376344,0,7.461666667,5,6,9,0,0,tuxtla gutierrez,chiapas,,,83827,482925
145,PL/1546/EXP/ES/2015,341611,27/08/24,25.04870968,25.02408602,1.000913978,0,7.904,2,2,11,5,0,corregidora,queretaro,212567,95072,309231,776909
146,PL/1548/EXP/ES/2015,289053,04/08/24,26.04,26.04,1,22,7.325666667,1,1,0,2,3,sayula,jalisco,37186,18588,272093,2359153
147,PL/1549/EXP/ES/2015,522718,31/08/24,26.13623656,26.09204301,1.001473118,26,6.240333333,1,1,4,14,0,bahia de banderas,nayarit,187632,64164,168146,214501
148,PL/1568/EXP/ES/2015,298847,13/08/24,25.07064516,25.25629032,0.992548387,22,7.969333333,3,5,12,0,0,jesus maria,aguascalientes,129929,66465,283363,422764
149,PL/1575/EXP/ES/2015,271866,05/08/24,25.22064516,24.87887097,1.013758065,0,5.336,2,5,13,0,0,ecatepec de morelos,mexico,1645352,1293116,162026,2854429
150,PL/1577/EXP/ES/2015,253961,22/08/24,25.1883871,24.85096774,1.013903226,0,5.408333333,6,9,5,0,0,tlalnepantla de baz,mexico,672202,655518,162026,2854429
151,PL/1578/EXP/ES/2015,145940,13/08/24,25.54645161,25.06306452,1.019306452,0,5.602,2,10,8,0,0,naucalpan de juarez,ciudad de mexico,,,499492,4652611
152,PL/1579/EXP/ES/2015,209391,12/08/24,24.71903226,24.80806452,0.996376344,54,4.825333333,4,2,14,0,0,tultitlan,mexico,516341,293426,162026,2854429
153,PL/1667/EXP/ES/2015,498123,09/08/24,25.21,25.3544086,0.993946237,0,5.803333333,1,9,10,0,0,guadalajara,jalisco,1385629,1083269,272093,2359153
154,PL/1668/EXP/ES/2015,699488,14/08/24,25.19494624,26.26483871,0.959290323,51,6.363,4,7,9,0,0,guadalajara,jalisco,1385629,1083269,272093,2359153
155,PL/1690/EXP/ES/2015,270191,05/08/24,24.32376344,24.20086022,1.004741935,37,7.866666667,2,2,10,6,0,tecamachalco,puebla,80771,11454,165567,1086962
156,PL/1691/EXP/ES/2015,325298,27/08/24,24.32870968,24.13451613,1.007306452,29,5.239,4,13,3,0,0,toluca,mexico,910608,603472,162026,2854429
157,PL/1693/EXP/ES/2015,141300,16/08/24,25.23516129,25.23193548,1.000112903,0,6.482,4,6,10,0,0,corregidora,queretaro,212567,95072,309231,776909
158,PL/1706/EXP/ES/2015,431837,21/08/24,25.46924731,25.46817204,1.000043011,92,7.084333333,0,1,2,0,15,ojuelos de jalisco,jalisco,33588,6792,272093,2359153
159,PL/1710/EXP/ES/2015,296475,15/08/24,25.46924731,25.46817204,1.000043011,25,7.475666667,1,0,2,0,14,ojuelos de jalisco,jalisco,33588,6792,272093,2359153
160,PL/1713/EXP/ES/2015,783298,29/08/24,24.75505376,24.73526882,1.000817204,12,6.053,5,7,8,0,0,uruapan,michoacan,356786,128022,176843,876341
